Acronym,Term,Category
TH,Teaching Hospital,General
THD,Total Hospice Days,General
THE,"Trailblazers Health Enterprises, Inc. (MD component of TX BC/BS)",General
TI,Texas Instruments,General
TIARA,Tactical Intelligence and Related Activities,General
TIM,Technical Instruction Manual,General
TIMS,Text Information Management System,General
TIN,Tax Identification Number,General
TINA,Truth In Negotiations Act,General
TIPPS,Test of Intermediary Prospective Payment System,General
TIS,Technical (or Technology) Information Services,General
TIS,Therapeutic Intervention Scoring (System),General
TLC,Total Location Counter,General
TLS,Transport Layer Security,General
TLV,Threshold Limit Exposure Values,General
TMIS,Training Management Information System,General
TMJ,Temporomandibular Joints,General
TMP,Task Management Plan,General
TMR,Transmyocardial Revascularization,General
TMS,Tape Management System,General
TN,Transmittal Number,General
TNHP,Teaching Nursing Home Program,General
TNIF,Transaction NIF,General
TNIF,True Not In File,General
TO,Task Order,General
TO,Training Office,General
TOB,Type of Bill,General
TOC,Transition Office Contact,General
TOP,Trade Opportunities Program,General
TOP,Transitional Outpatient Payment,General
TOP,Treasury Offset Program,General
TOP,Triple Option Package,General
TOP,Type of Provider,General
TOPR,Type of Program Record,General
TOPS,Transitional Outpatient Payments System,General
TOR,Terminal Owning Region,General
TOS,Type of Service,General
TP,Third Party,General
TP,Transaction Processor,General
TPA,Third Party Administrator,General
TPA,Tissue Plasminogen Activator,General
TPAO,Third Party Annotation Operation,General
TPBEST,Third Party Billing Extract Statistical Totals,General
TPBLAST,Third Party BuyIn Liability Accretions for Screening & Taping,General
TPCH,Third Party Code for Hospital Insurance,General
TPCS,Third Party Code for Supplementary Medical Insurance,General
TPDB,Third Party Data Base,General
TPEXLAX,"Third Party Expel Lapsed, Antiquated & XR Records",General
TPF,Third Party File,General
TPG,Third Party Groups,General
TPL,Third Party Liability,General
TPLAB,Third Party List Agency Billing,General
TPM,Third Party Master,General
TPN,Total parenteral nutrition,General
TPNS,Teleprocessing Network Simulator,General
TPO,"Treatment, Payment, Operations",General
TPPAYD,Third Party Payment Data,General
TPPC,Third Party Premium Collection,General
TPPG,Third Party Private Group,General
TPQY,Third Party Query System,General
TPR,Third Party Record,General
TPRP,Third Party Rules Processor,General
TR (T/R),Team Review,General
TRACE,Third Party Recovery Audit Coordinated Effort,General
TRACS,Teleprocessing Remote Access Control System,General
TRADE,Training & Development Exchange,General
TRASOP,Tax Reduction Act Stock Ownership Plan,General
TRC,Technical Review Committee,General
TRID,Telecommunications Routing Indicator Directory,General
TRIDE,TRID Extended,General
TRIM,Target Rate Implementation Monitoring,General
TRIM,Total Resources Information Management System,General
TRM,Technical Reference Model,General
TRO,Tax Refund Offset,General
TROMP,Track Recovery of Mistaken Payments,General
TROOP,True Out-of-Pocket,General
TRPBETA,Third Party BuyIn Exceptions for TP Agencies,General
TS,Technical Strategy (official meaning),General
TS,Tentative Settlement,General
TSC,Technical Service Center,General
TSCOG,TSC Operator Guide,General
TSG,The Surgeon General,General
TSIPML,Third State Issuing Professional License,General
TSO/ISPF,TSO Interactive System Productivity Facility,General
TSP,Teleprocessing Services Program,General
TSP,Terminal Simulator Panel,General
TSR,Terminate & Stay Resident,General
TST,Testing Phase,General
TT,tester,General
TT,"Trust Territories (Micronesia, Marshalls, Palau)",General
TTDH,Third Party Termination Date for Hospital Insurance,General
TTDS,Third Party Termination Date for Supplementary Medical Insurance,General
TTSF,Test Time Sharing Facility,General
TVA,Tennessee Valley Authority,General
TVA,Threat & Vulnerability Assessment,General
TVIP,"Testing, Validation & Implementation Plan",General
TVS,Test Value Sets,General
TWA,Time Weighted Average,General
TWA,Transaction Work Area,General
TWG,Technical Work Group,General
TWP,Trial Work Period,General
U&C,Usual and Customary,General
U/I,Unit of Issue,General
UA,Unit & Analysis,General
UAMCDS,Uniform Ambulatory Medical Care Data Set,General
UAT,User Acceptance Testing,General
UAW,United Auto Workers,General
UB,Uniform Bill,General
UB-92,Uniform Billing form 92,General
UBIT,Unrelated Business Income Tax,General
UC,Utilization Control,General
UCAS,Uniform Cost Accounting Standards,General
UCC,Uniform Commercial Code,General
UCC,User Communication & Control (System),General
UCDS,Uniform Clinical Data Set,General
UCDSS,UCD System,General
UCF,Universal Control Facility,General
UCFT,Uniform Claim Form Taskforce,General
UCR,Uniform Cost Report,General
UCR,"Usual, Customary & Reasonable (Charges)",General
UCR/PACE,"Ususal, Customary & Reasonable / Performance & Cost Efficiency",General
UCRD,Uniform Cost Report Demonstration,General
UDB,Utilization Database,General
UDE,User Defined Exit,General
UDR,Uniform Desk Review,General
UE,User Etract,General
UFAS,Uniform Federal Accessibility Standards,General
UGMT,Users Group Management Terminal,General
UHCIA,Uniform Health Care Information Act,General
UHDDS,Uniform Hospital Discharge Data Set,General
UHIS,Unbundling of Hospital Inpatient Services,General
UHP,Unbundling of Hospital Payment,General
UHP,United Health Plan,General
UL,Underwriters Laboratory,General
UL,User Language,General
ULP,Unfair Labor Practice,General
UMBI,Utilization Management & Benefit Integrity,General
UMPC,Union Management Partnership Council,General
UMS,Universal Measured Service,General
UNAI,Uniform Needs Assessment Instrument,General
UNIBILL,Uniform Bill (Intermediary Submitted Files of Processed Medicare Provider Bills),General
UNICEP,Uniform Contractor Evaluation Program,General
UNOS,United Network for Organ Sharing,General
UPD,Unilateral Price Determination,General
UPIN,Unique Physician Identification Number,General
UPIN,Universal Provider Identification Number,General
UPL,(Medicaid) Upper Payment Limit,General
UPN,Universal Product Number,General
UPPS,Uninterruptible Premium Power Supply,General
UPS,Uninterruptable Power Supply,General
UPT,User Proposal Team,General
UR,Upon Receipt,General
UR,Utilization Review,General
URAC,Utilization Review Accreditation Commission,General
URC,(Intermediary) Utilization Review Coordinator,General
URC,Utilization Review Committee,General
URF,User Request Form,General
URL,Uniform Resource Locator,General
URQ,User Requirements,General
US,User Services,General
USAID,United States Agency for International Development,General
USARC,United States America Registration Committee,General
USBC,Uniform State Bill Committee,General
USC,United States Code,General
USCA,USC Annotated,General
USCM,United States Conference of Mayors,General
USCS,United States Code System,General
USDA,United States Department of Agriculture,General
USERID,User Identification,General
USGAO,United States General Accounting Office,General
USGS,United States Geological Survey Department,General
USHIK,U.S. Health Information Knowledgebase,General
USIA,United States Information Agency,General
USP,U.S. Pharmacopoeia,General
USPCC,United States Per Capita Cost,General
USQ,Utilization Status Query,General
USRDS,United States Renal Data System,General
USTF,Uniformed Services Treatment Facility,General
UTL,Unable To Locate,General
UTL,Utilization Database application system code,General
V&V,Verification & Validation,General
VA,Department of Veterans Affairs,General
VAD,Ventricular Assist Device,General
VADATS,Veterans Administration Data Automatic Transmission System,General
VAM,Volume Allocation Manager,General
VAN,Value Added Network,General
VAR,Value Added Reseller,General
VAX,Value Added Exchange,General
VAX,Voice Activated Exchange,General
VBA,Visual Basic architecture,General
VC,Value Code,General
VC,Voluntary Closing,General
VCPR,Visit Code Comparative Performance Report,General
VDRE,Value Driven Reengineering,General
VDS,Voluntary Data Sharing,General
VDSA,Voluntary Data Sharing Agreement,General
VECP,Value Engineering Change Proposal,General
VERA,Voluntary Early Retirement Act of 1993,General
VICP,Vaccine Injury Compensation Program,General
VICS,Virtual Integrated Communications System,General
VIP,Voucher Insurance Plan,General
VIPS,Viable Information Processing Systems,General
VISION,Vital Information System to Improve Outcomes in Nephrology,General
VLSI,Very Large Scale Integration,General
VMS,Viable Medicare Systems,General
VMS,VIPS (Viable Information Processing Systems) Medicare System,General
VMS,VIPS Medicare System,General
VMS,Virtual Multiple Storage,General
VMX,Voice Message Exchange,General
VNA,Visiting Nurses Association,General
VOLSER,Volume Serial Number,General
VOS,Virtual Operating System,General
VPAC,Variable Premium Amount Collectable,General
VPS,Volume Performance Standard,General
VPS,VTAM Printer Support System,General
VRA,Veteran's Readjustment Appointment,General
VRR,Validation Readiness Review,General
VRU,Ventilator Rehabilitation Unit,General
VSAM,Virtual Storage Access Method,General
VSCR,Virtual Storage Constraint Relief,General
VTAM,Virtual Total Access Method,General
VWA,View Work Area,General
WA,Working Aged,General
WAC,Wholesale Acquisition Cost,General
WAEPA,Worldwide Assurance for Employees of Public Agencies,General
WAR,Working Aged Recovery,General
WASC,(OPM) Washington DC Area Service Center,General
WATS,Wide Area Telephone Service,General
WBS,Work Breakdown Structure (or Schedule),General
WBT,WebBased Training,General
WC,Workers Compensation,General
WCF,Working Capital Fund,General
WEAL,Women's Equity Action League,General
WECO,"Western Consortium (Denver, San Francisco & Seattle HIROs)",General
WEDI,Workgroup on Electronic Data Interchange,General
WEL,Women's Executive Leadership,General
WEP,Windfall Elimination Provision,General
WERS,Work Experience Reporting System,General
WFE,Weekly FrontEnd Bill & Payment Records Processing System,General
WFP,Workforce Planning Initiative,General
WG,Workgroup,General
WHCOA,White House Conference on Aging,General
WHCRA,Women's Health & Cancer Rights Act of 1998,General
WHIM,Weekly Merge File of all HI Processed Transactions,General
WHIP,Write HI Printout (Format Printout Responses) (HDWHIP),General
WHO,World Health Organization,General
WI,Wage Index,General
WIC,Western Integrity Center,General
WIC,"Women, Infant & Children Program, DOA",General
WINDEX,Widow (and Widowers) Indexing,General
WIP,Work in Progress,General
WIS,Warehouse Inventory System,General
WIS,WWMCCS Information System,General
WITS,Washington Interagency Telecommunications System,General
WIX,Wage Index System,General
WKFL,Workflow (Customer Inquiry System),General
WMTI,Women's Management Training Initiative,General
WNPSC,"Western Program Service Center, SSA",General
WOC,Workplan Objective Code,General
WOCN,Wound Ostomy Continence Nurses,General
WORKGP,Work Group Membership Tracking System,General
WPA,Whistleblower Protection Act,General
WPA,Works Progress Administration,General
WWMCCS,World Wide Military Command & Control System,General
WY,Workyear (formerly manyear),General
XA,Extended Architecture Operation System (SSA),General
XAC,Cross Reference Account Code,General
XCN,Executive Control Number,General
XCOM,External Communications System,General
XDE,Extended Development Environment,General
XDP,Extended Data Processing,General
XDR,Extended Data Representation,General
XID,Exchange Identifier,General
XL,Excelerator (CASE tool software),General
XLD,Excelerator Dictionary,General
XMBA,Executive Masters in Business Administration,General
XMS,Cross Memory Services,General
